file_id,file_path,adjusted_energy,geometric_center_distance,X,Y,Z
r220_t2.4_t2.4_340.cif,d:\New folder\project\data\r220\t2.4\t2.4_340.cif,-0.1276399999999284,6.510806835427152,-1.0145755355125412,-0.7707050632896477,6.384924105766964
r220_t3.6_t3.6_180.cif,d:\New folder\project\data\r220\t3.6\t3.6_180.cif,-0.0218499999999721,7.696768249235392,-0.7248498313783166,-0.9059066523942354,7.608821678915648
r220_t3.6_t3.6_220.cif,d:\New folder\project\data\r220\t3.6\t3.6_220.cif,-0.0758499999999458,7.147605225623876,-0.5452809058939758,-0.9506899332118888,7.06308132799862
r220_t3.6_t3.6_240.cif,d:\New folder\project\data\r220\t3.6\t3.6_240.cif,-0.2755700000000161,6.401600533714108,-0.8622162479787252,-0.6330574751907677,6.31160128399088
r220_t3.6_t3.6_260.cif,d:\New folder\project\data\r220\t3.6\t3.6_260.cif,-0.4193799999999328,5.861092474249333,-1.2480009964493322,-0.3542504506735267,5.71571562647769
r220_t4.8_t4.8_160.cif,d:\New folder\project\data\r220\t4.8\t4.8_160.cif,-0.0162100000000009,7.202018439754448,-0.1828728778278183,-1.2117869546678746,7.0969852397771565
r220_t4.8_t4.8_220.cif,d:\New folder\project\data\r220\t4.8\t4.8_220.cif,-0.0491999999999279,7.138476763584889,-0.2880411666793404,-0.9373611192504472,7.070801717107965
r220_t4.8_t4.8_240.cif,d:\New folder\project\data\r220\t4.8\t4.8_240.cif,-0.1870699999999487,6.32000854961545,-0.2651744625464703,-0.4422853321983956,6.298934374681778
r220_t4.8_t4.8_260.cif,d:\New folder\project\data\r220\t4.8\t4.8_260.cif,-0.2877799999999979,5.707899961236474,-0.2377042655600881,-0.1007994496584587,5.70205735858264
r220_t6.0_t6.0_320.cif,d:\New folder\project\data\r220\t6.0\t6.0_320.cif,-0.3671299999999746,6.0429143006330825,0.9602882627723311,-0.8308019495630743,5.907996937861403
r220_t6.0_t6.0_340.cif,d:\New folder\project\data\r220\t6.0\t6.0_340.cif,-0.3639899999999443,6.175667767161965,1.0249045803812775,-0.522897782264679,6.06753828836534
r220_t7.2_t7.2_0.cif,d:\New folder\project\data\r220\t7.2\t7.2_0.cif,-0.3045299999999997,6.448883833328864,-0.8792876669364765,-0.7797455559356266,6.340895265066474
r220_t7.2_t7.2_120.cif,d:\New folder\project\data\r220\t7.2\t7.2_120.cif,-0.14067,5.6120830981663685,-0.6285593292670268,-0.5953936164891087,5.544898223751273
r220_t7.2_t7.2_260.cif,d:\New folder\project\data\r220\t7.2\t7.2_260.cif,-0.0208000000000083,6.234071537383907,-0.7466460572632193,-0.5790995305583165,6.162046034565189
